	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)	(25)	(26)	(27)	(28)	(29)	(30)	(31)	(32)
agefirstbirth	0.0277***	0.0247***	0.0128***	0.0128***	0.0264***	0.0233***	0.0102**	0.0102**	0.0344***	0.0303***	0.0163***	0.0163***	0.0242***	0.0219***	0.00826*	0.00826*	0.0365***	0.0327***	0.0116**	0.0105*	0.0342***	0.0301***	0.0107*	0.0115**	0.0455***	0.0382***	0.0183***	0.0181***	0.0321***	0.0270***	0.01000*	0.0114*
	(0.00381)	(0.00400)	(0.00418)	(0.00418)	(0.00419)	(0.00431)	(0.00443)	(0.00443)	(0.00437)	(0.00455)	(0.00466)	(0.00466)	(0.00436)	(0.00457)	(0.00451)	(0.00451)	(0.00506)	(0.00530)	(0.00557)	(0.00562)	(0.00514)	(0.00537)	(0.00566)	(0.00573)	(0.00520)	(0.00539)	(0.00581)	(0.00589)	(0.00552)	(0.00586)	(0.00576)	(0.00582)
miss_motherage	-9.478	-9.934	-8.030	-8.030	-11.25*	-11.51*	-8.124	-8.124	-15.14*	-15.53**	-11.66	-11.66	-2.547	-2.808	0.367	0.367	-18.15*	-19.39**	-17.19*	-16.67*	-4.033	-4.712	-1.791	-2.089	-17.04	-18.17*	-15.47	-15.40	7.782	7.125	9.494	9.020
	(7.024)	(6.849)	(6.506)	(6.506)	(6.139)	(6.121)	(5.928)	(5.928)	(7.947)	(7.749)	(7.296)	(7.296)	(5.789)	(5.776)	(5.618)	(5.618)	(9.638)	(9.470)	(8.956)	(8.893)	(9.219)	(9.172)	(8.641)	(8.657)	(11.22)	(10.76)	(10.26)	(10.23)	(9.103)	(8.938)	(8.194)	(8.227)
miss_agefirstbirth	0.755***	0.677***	0.316**	0.316**	0.732***	0.647***	0.245*	0.245*	0.995***	0.880***	0.443***	0.443***	0.614***	0.550***	0.128	0.128	0.902***	0.815***	0.231	0.176	0.816***	0.721***	0.173	0.216	1.201***	1.034***	0.472***	0.463***	0.752***	0.639***	0.157	0.227
	(0.111)	(0.116)	(0.123)	(0.123)	(0.126)	(0.129)	(0.133)	(0.133)	(0.133)	(0.139)	(0.143)	(0.143)	(0.129)	(0.134)	(0.133)	(0.133)	(0.136)	(0.142)	(0.151)	(0.156)	(0.142)	(0.147)	(0.156)	(0.162)	(0.148)	(0.154)	(0.167)	(0.173)	(0.151)	(0.157)	(0.156)	(0.162)
_mother_edu1			-0.504***	-0.504***			-0.704***	-0.704***			-0.634***	-0.634***			-0.770***	-0.770***			-0.611***	-0.610***			-0.496***	-0.496***			-0.382***	-0.381***			-0.625***	-0.625***
			(0.0971)	(0.0971)			(0.111)	(0.111)			(0.112)	(0.112)			(0.110)	(0.110)			(0.108)	(0.108)			(0.129)	(0.129)			(0.130)	(0.130)			(0.123)	(0.123)
_mother_edu2			-0.508***	-0.508***			-0.596***	-0.596***			-0.459***	-0.459***			-0.491***	-0.491***			-0.508***	-0.504***			-0.483***	-0.487***			-0.349***	-0.349***			-0.446***	-0.452***
			(0.0903)	(0.0903)			(0.110)	(0.110)			(0.108)	(0.108)			(0.105)	(0.105)			(0.107)	(0.107)			(0.132)	(0.132)			(0.131)	(0.131)			(0.125)	(0.125)
_mother_edu3			-0.321***	-0.321***			-0.320***	-0.320***			-0.261***	-0.261***			-0.341***	-0.341***			-0.301***	-0.297***			-0.177	-0.180			-0.158	-0.157			-0.223**	-0.229**
			(0.0718)	(0.0718)			(0.0906)	(0.0906)			(0.0886)	(0.0886)			(0.0889)	(0.0889)			(0.0903)	(0.0902)			(0.112)	(0.112)			(0.114)	(0.114)			(0.107)	(0.107)
_mother_edu4			-0.218***	-0.218***			-0.356***	-0.356***			-0.252***	-0.252***			-0.299***	-0.299***			-0.169*	-0.165*			-0.228**	-0.232**			-0.189*	-0.188			-0.251**	-0.257**
			(0.0754)	(0.0754)			(0.0930)	(0.0930)			(0.0907)	(0.0907)			(0.0919)	(0.0919)			(0.0941)	(0.0939)			(0.114)	(0.115)			(0.115)	(0.115)			(0.112)	(0.112)
_mother_edu5			-0.146**	-0.146**			-0.168**	-0.168**			-0.0906	-0.0906			-0.201**	-0.201**			-0.0840	-0.0817			-0.0444	-0.0456			0.00395	0.00428			-0.0995	-0.102
			(0.0647)	(0.0647)			(0.0838)	(0.0838)			(0.0822)	(0.0822)			(0.0816)	(0.0816)			(0.0828)	(0.0825)			(0.103)	(0.103)			(0.104)	(0.104)			(0.0985)	(0.0985)
_mother_edu7			-0.488***	-0.488***			-0.265**	-0.265**			-0.441***	-0.441***			-0.605***	-0.605***			-0.524***	-0.514***			-0.271*	-0.277*			-0.441***	-0.439***			-0.551***	-0.561***
			(0.140)	(0.140)			(0.127)	(0.127)			(0.148)	(0.148)			(0.138)	(0.138)			(0.133)	(0.134)			(0.152)	(0.152)			(0.151)	(0.151)			(0.146)	(0.146)
_inc1			0.219	0.219			-0.248	-0.248			-0.218	-0.218			0.132	0.132			0.0541	0.0562			-0.00379	-0.00877			0.0411	0.0422			0.0946	0.0868
			(0.261)	(0.261)			(0.318)	(0.318)			(0.229)	(0.229)			(0.339)	(0.339)			(0.251)	(0.251)			(0.336)	(0.336)			(0.309)	(0.309)			(0.306)	(0.309)
_inc2			-0.236***	-0.236***			-0.198***	-0.198***			-0.288***	-0.288***			-0.228***	-0.228***			-0.269***	-0.271***			-0.221***	-0.218***			-0.324***	-0.325***			-0.124	-0.120
			(0.0650)	(0.0650)			(0.0664)	(0.0664)			(0.0680)	(0.0680)			(0.0695)	(0.0695)			(0.0731)	(0.0732)			(0.0799)	(0.0800)			(0.0775)	(0.0775)			(0.0813)	(0.0814)
_inc3			-0.178***	-0.178***			-0.169***	-0.169***			-0.269***	-0.269***			-0.247***	-0.247***			-0.270***	-0.274***			-0.213***	-0.209***			-0.303***	-0.304***			-0.187**	-0.180**
			(0.0592)	(0.0592)			(0.0614)	(0.0614)			(0.0613)	(0.0613)			(0.0635)	(0.0635)			(0.0679)	(0.0681)			(0.0725)	(0.0726)			(0.0730)	(0.0730)			(0.0737)	(0.0739)
_inc4			-0.0354	-0.0354			-0.0805	-0.0805			-0.0679	-0.0679			-0.0499	-0.0499			-0.210***	-0.215***			-0.145**	-0.142**			-0.127*	-0.128*			-0.0769	-0.0716
			(0.0525)	(0.0525)			(0.0511)	(0.0511)			(0.0497)	(0.0497)			(0.0519)	(0.0519)			(0.0646)	(0.0646)			(0.0681)	(0.0683)			(0.0671)	(0.0672)			(0.0667)	(0.0668)
_inc6			0.139***	0.139***			0.114**	0.114**			0.0736	0.0736			0.0270	0.0270			0.0638	0.0624			0.231***	0.232***			0.194***	0.193***			0.100	0.102
			(0.0459)	(0.0459)			(0.0496)	(0.0496)			(0.0481)	(0.0481)			(0.0530)	(0.0530)			(0.0635)	(0.0633)			(0.0651)	(0.0651)			(0.0670)	(0.0670)			(0.0716)	(0.0715)
height		0.474*	0.255	0.255		0.377	0.134	0.134		0.757***	0.486*	0.486*		0.454*	0.187	0.187		0.636**	0.322	0.340		0.604*	0.316	0.301		0.925***	0.628*	0.631*		0.863***	0.607**	0.584**
		(0.252)	(0.242)	(0.242)		(0.260)	(0.251)	(0.251)		(0.277)	(0.261)	(0.261)		(0.266)	(0.256)	(0.256)		(0.306)	(0.288)	(0.289)		(0.316)	(0.313)	(0.313)		(0.332)	(0.322)	(0.323)		(0.309)	(0.296)	(0.296)
daily_cig_before_preg		-0.00461**	0.00148	0.00148		-0.00562**	0.000547	0.000547		-0.00697***	7.49e-05	7.49e-05		-0.00347	0.00272	0.00272		-0.00673**	9.49e-05	-0.000404		-0.00610*	0.000207	0.000599		-0.0116***	-0.00477	-0.00486		-0.00689**	-0.00132	-0.000677
		(0.00230)	(0.00235)	(0.00235)		(0.00255)	(0.00252)	(0.00252)		(0.00250)	(0.00246)	(0.00246)		(0.00244)	(0.00248)	(0.00248)		(0.00285)	(0.00282)	(0.00284)		(0.00329)	(0.00324)	(0.00326)		(0.00295)	(0.00295)	(0.00297)		(0.00290)	(0.00292)	(0.00294)
weekly_alcohol_b_preg		-0.00444*	-0.00439*	-0.00439*		-0.000680	0.000184	0.000184		-0.00264	-0.00178	-0.00178		-0.00402	-0.00303	-0.00303		0.00109	0.00116	0.00122		-0.000594	-0.00114	-0.00122		-0.00283	-0.00339	-0.00337		-0.000174	-0.000388	-0.000516
		(0.00259)	(0.00254)	(0.00254)		(0.00248)	(0.00245)	(0.00245)		(0.00281)	(0.00265)	(0.00265)		(0.00323)	(0.00312)	(0.00312)		(0.00227)	(0.00221)	(0.00222)		(0.00246)	(0.00246)	(0.00246)		(0.00276)	(0.00280)	(0.00279)		(0.00314)	(0.00305)	(0.00306)
complications_during_preg		-0.0461	-0.0471	-0.0471		-0.0451	-0.0490	-0.0490		-0.0247	-0.0304	-0.0304		-0.0406	-0.0485	-0.0485		0.00687	-0.00629	-0.00644		-0.0200	-0.0230	-0.0230		-0.0620	-0.0646	-0.0646		-0.0537	-0.0653	-0.0653
		(0.0362)	(0.0354)	(0.0354)		(0.0370)	(0.0361)	(0.0361)		(0.0381)	(0.0370)	(0.0370)		(0.0375)	(0.0364)	(0.0364)		(0.0426)	(0.0415)	(0.0415)		(0.0452)	(0.0443)	(0.0443)		(0.0445)	(0.0441)	(0.0441)		(0.0447)	(0.0434)	(0.0434)
miss_height		0.326	0.0329	0.0329		0.412	0.129	0.129		1.020**	0.691	0.691		0.495	0.180	0.180		0.570	0.165	0.205		0.854	0.445	0.414		1.264**	0.832	0.838		1.336**	0.994**	0.945*
		(0.446)	(0.431)	(0.431)		(0.455)	(0.438)	(0.438)		(0.486)	(0.464)	(0.464)		(0.474)	(0.454)	(0.454)		(0.532)	(0.503)	(0.504)		(0.544)	(0.531)	(0.530)		(0.564)	(0.546)	(0.547)		(0.525)	(0.501)	(0.500)
miss_daily_cig_before_preg		-0.825***	-0.846***	-0.846***		-0.312**	-0.500***	-0.500***		0.452***	0.275***	0.275***		-0.171	-0.297	-0.297		0.0446	0.0931	0.0858		0.650*	0.640	0.650*		0.0305	0.0842	0.0822		-0.0578	-0.0543	-0.0392
		(0.162)	(0.118)	(0.118)		(0.122)	(0.127)	(0.127)		(0.0917)	(0.0952)	(0.0952)		(0.206)	(0.215)	(0.215)		(0.195)	(0.220)	(0.223)		(0.388)	(0.391)	(0.395)		(0.239)	(0.216)	(0.215)		(0.502)	(0.489)	(0.489)
miss_weekly_alcohol_b_preg		0.264	0.398	0.398		0.0210	0.185	0.185		-0.904***	-0.696**	-0.696**		-0.123	0.0902	0.0902		0	0	0		0	0	0		0	0	0		0	0	0
		(0.291)	(0.266)	(0.266)		(0.395)	(0.383)	(0.383)		(0.310)	(0.286)	(0.286)		(0.399)	(0.412)	(0.412)		(0)	(0)	(0)		(0)	(0)	(0)		(0)	(0)	(0)		(0)	(0)	(0)
miss_complications_during_preg		0	0	0		0	0	0		0	0	0		0	0	0		0	0	0		0	0	0		0	0	0		0	0	0
		(0)	(0)	(0)		(0)	(0)	(0)		(0)	(0)	(0)		(0)	(0)	(0)		(0)	(0)	(0)		(0)	(0)	(0)		(0)	(0)	(0)		(0)	(0)	(0)
Constant	6.027	6.185	4.740	4.740	10.36	10.30	7.681	7.681	15.97	15.62	12.37	12.37	1.148	0.999	-1.542	-1.542	18.12*	18.42*	17.46*	16.75*	3.813	3.624	1.567	1.983	17.83	17.93	16.18	16.09	-9.552	-9.889	-11.17	-10.62
	(8.923)	(8.686)	(8.289)	(8.289)	(7.971)	(7.930)	(7.583)	(7.583)	(9.982)	(9.691)	(9.204)	(9.204)	(7.341)	(7.329)	(7.134)	(7.134)	(10.84)	(10.55)	(10.05)	(9.971)	(10.42)	(10.39)	(9.761)	(9.782)	(12.70)	(12.09)	(11.63)	(11.59)	(10.20)	(10.01)	(9.190)	(9.230)
																																
Observations	4,579	4,579	4,579	4,579	4,247	4,247	4,247	4,247	4,190	4,190	4,190	4,190	4,233	4,233	4,233	4,233	3,437	3,437	3,437	3,437	3,157	3,157	3,157	3,157	3,110	3,110	3,110	3,110	3,141	3,141	3,141	3,141
R-squared	0.102	0.109	0.145	0.145	0.090	0.093	0.137	0.137	0.138	0.145	0.191	0.191	0.091	0.095	0.138	0.138	0.103	0.112	0.159	0.160	0.096	0.101	0.144	0.145	0.160	0.173	0.215	0.215	0.099	0.106	0.142	0.144
Robust standard errors in parentheses																																
*** p<0.01, ** p<0.05, * p<0.1																																
